Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
As a admin I want to verify working functionality of 'EDIT' option of visibility field,RE-51,10050,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,07/Sep/21 10:46 AM,08/Sep/21 5:28 PM,08/Sep/21 5:28 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify working functionality of ‘EDIT’ option of visibility field. 

So that i can edit the visibility option of Property.",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 10:48 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;visisbility_51.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10020/visisbility_51.PNG,,,,,,,,{},,,,,,,0|i000b3:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify that after clicking on Cancel option required changes are reflected on screen or not,RE-50,10049,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,07/Sep/21 9:57 AM,08/Sep/21 5:28 PM,08/Sep/21 5:28 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify that status of property is changing according to requirement or not.

Example; If I don’t want to change status of property then cancel option should work",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000av:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify that after clicking on OK button of status field changes are reflected or not,RE-49,10048,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,07/Sep/21 9:50 AM,08/Sep/21 5:28 PM,08/Sep/21 5:28 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify that status of property is changing according to requirement or not.

Example; if I select Draft or Pending preview then after selecting OK button changes should be reflected on field",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000an:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of 'CANCEL' option of status field,RE-48,10047,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,07/Sep/21 9:40 AM,08/Sep/21 5:29 PM,08/Sep/21 5:28 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify that status of property is changing according to requirement or not.

Example; If I don’t want to change status of property then cancel option should work",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000af:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of 'OK'Button after selecting status of property,RE-47,10046,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,07/Sep/21 9:37 AM,08/Sep/21 5:29 PM,08/Sep/21 5:29 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify that status of property is changing according to requirement or not.

Example: If I select Draft or Pending preview then Ok button should work.",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000a7:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of Status field after clicking on edit,RE-46,10045,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 5:19 PM,08/Sep/21 5:29 PM,08/Sep/21 5:29 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify that status of property is changing according to requirement or not.

Example; Draft or Pending preview",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 5:41 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;Publish_edit1.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10019/Publish_edit1.PNG,,,,,,,,{},,,,,,,0|i0009z:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of 'EDIT' option of status field,RE-45,10044,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 5:12 PM,08/Sep/21 5:26 PM,08/Sep/21 5:29 PM,08/Sep/21 10:00 AM,,0,"As a admin I want to verify working functionality of ‘EDIT’ option of status field. 

So that i can edit the status of Property.",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 5:13 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;Publish_edit.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10018/Publish_edit.PNG,,,,,,,,{},,,,,,,0|i0009r:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of drop down arrow of Publish field so that it can contract after double clicking,RE-44,10043,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 5:03 PM,08/Sep/21 5:25 PM,08/Sep/21 5:26 PM,08/Sep/21 10:00 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 5:07 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;publish_contract.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10016/publish_contract.PNG,,,,,,,,{},,,,,,,0|i0009j:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of drop down arrow of Publish field so that it can expand more,RE-43,10042,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 4:37 PM,08/Sep/21 5:25 PM,08/Sep/21 5:25 PM,08/Sep/21 10:00 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0009b:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of Publish field so that I can publish my new property on website,RE-42,10041,Story,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 4:29 PM,08/Sep/21 5:31 PM,08/Sep/21 5:31 PM,08/Sep/21 9:44 AM,,0,"As a Admin I want to Publish my new property on Real estate website so that Visitors can get to know about my ‘NEW PROPERTY’.

Fields are

Status

Visibility

Publish",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-43,RE-44,RE-45,RE-46,RE-47,RE-48,RE-49,RE-50,RE-51,RE-52,RE-53,RE-54,RE-55,RE-56,RE-57,RE-58,RE-59,RE-61,RE-62,RE-63,RE-64,RE-65,RE-67,RE-68,RE-69,RE-70,RE-71,RE-72,RE-66,RE-73,RE-76,RE-77,RE-78,RE-79,RE-80,RE-81,,,,,,,,,{},,RE-1,,,,,0|i00093:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of  drop down arrow of screen options so that it can contract after double click,RE-41,10040,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 4:20 PM,08/Sep/21 10:19 AM,08/Sep/21 5:24 PM,08/Sep/21 9:57 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 5:09 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;screen option_contract.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10017/screen+option_contract.PNG,,,,,,,,{},,,,,,,0|i0008v:,,RE Sprint 1,,,,,,,,Done
Distraction free writing mode gets immediately disable (self disable) after clicking on any other field on screen,RE-40,10039,Bug,To Do,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 3:08 PM,08/Sep/21 1:15 PM,08/Sep/21 5:24 PM,,,0,"1.Admin navigates to Real-Estate m1 website

2.Admin log in using login credentials.

3.Admin click on properties field.

4.Admin visits add new option under properties section.

5.Admin Enables Distraction free writing mode.

6 Distraction free writing mode enables and gets disable immediately with next click on screen.

Expected Result:Distraction free writing mode  should not gets disable until Admin disables it.

Actual Result:Distraction free writing mode gets disable immediately with next click on screen.",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,RE-15,,RE-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ff:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to verify working functionality Additional settings field,RE-39,10038,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 2:54 PM,08/Sep/21 9:57 AM,08/Sep/21 5:24 PM,08/Sep/21 9:57 AM,,0,"Additional settings field-Enable full-height editor and distraction free functionality

Makes the screen distraction free (Without any side options)",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 2:55 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;screenoption_Additionalsettings.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10013/screenoption_Additionalsettings.PNG,,,,,,,,{},,,,,,,0|i0008f:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of Layout,RE-38,10037,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 2:31 PM,08/Sep/21 9:57 AM,08/Sep/21 5:23 PM,08/Sep/21 9:57 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 2:52 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;screenradiobutton.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10012/screenradiobutton.PNG,,,,,,,,{},,,,,,,0|i00087:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of  screen option after refreshing the website,RE-37,10036,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 2:21 PM,08/Sep/21 9:57 AM,08/Sep/21 5:23 PM,08/Sep/21 9:57 AM,,0,"After Refreshing the website, changes made before should get disappear and same page should be display which admin have visited for first time.",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007z:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of boxes(checkbox),RE-36,10035,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 12:10 PM,08/Sep/21 9:57 AM,08/Sep/21 5:22 PM,08/Sep/21 9:57 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0007r:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify working functionality of  drop down arrow of screen options so that it can expand more,RE-35,10034,Test,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 11:58 AM,08/Sep/21 1:11 PM,08/Sep/21 5:22 PM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Sep/21 9:07 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;screen1.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10027/screen1.PNG,,,,,,,,{},,,,,,,0|i0007j:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to verify screen options so that I can take those field which are required by me to add new property,RE-34,10033,Story,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 11:55 AM,08/Sep/21 5:31 PM,08/Sep/21 5:31 PM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-35,RE-36,RE-37,RE-38,RE-39,RE-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 11:54 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;screen option.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10011/screen+option.PNG,,,,,,,,{},,RE-1,,,,,0|i0007b:,,RE Sprint 1,,,,,,,,To Do
After refreshing website not able to see Comment field on Add New Property page,RE-33,10032,Bug,To Do,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Highest,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 11:44 AM,08/Sep/21 1:15 PM,09/Sep/21 10:21 AM,,,0,"1.Admin navigates to website

2.Admin logged in using valid login credentials

3.Admin Click on Properties

4.Admin Visits _add new_ option

5.Admin clicks on comment field

6.Admin refresh the page

Expected Result: Comment box should be visible

Actual result:  Comment box gets  desable after refreshing page",,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,RE-31,,RE-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 11:49 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;commentbug1.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10009/commentbug1.PNG,06/Sep/21 11:49 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;commentbug2.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10008/commentbug2.PNG,06/Sep/21 11:49 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;commentbug3.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10010/commentbug3.PNG,,,,,,{},,,,,,,0|i000er:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to verify functionality of Add New Comment button.,RE-32,10031,Test,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 11:10 AM,08/Sep/21 1:15 PM,08/Sep/21 5:18 PM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 11:10 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;add comment.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10007/add+comment.PNG,,,,,,,,{},,,,,,,0|i000hf:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to verify functionality of comment field so that I can add comment.,RE-31,10030,Story,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 11:07 AM,08/Sep/21 1:10 PM,08/Sep/21 5:18 PM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 11:07 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;comment.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10006/comment.PNG,,,,,,,,{},,RE-1,,,,,0|i0006n:,,RE Sprint 1,,,,,,,,To Do
As a admin I want verify arrow functionality of Author Field,RE-30,10029,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 9:59 AM,08/Sep/21 5:15 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/Sep/21 10:33 AM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;author.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10005/author.PNG,,,,,,,,{},,,,,,,0|i0006f:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify functionality of Author field so that i get to know who is the author,RE-29,10028,Story,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,06/Sep/21 9:43 AM,08/Sep/21 9:59 AM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i00067:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify Add Editor and Remove Editor button in Floorplans,RE-28,10027,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,05/Sep/21 3:55 PM,08/Sep/21 5:14 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005z:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify Image field of floorplan1,RE-27,10026,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,05/Sep/21 3:44 PM,08/Sep/21 5:14 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,Admin can upload required image in image field along with its URL,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005r:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify the adjustment of text box of Description field of floorplan1,RE-26,10025,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,05/Sep/21 3:36 PM,08/Sep/21 5:13 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/Sep/21 3:41 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;descriptionbox.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10003/descriptionbox.PNG,05/Sep/21 3:42 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;descriptionbox1.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10004/descriptionbox1.PNG,,,,,,,{},,,,,,,0|i0005j:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify Description field of floorplan1 field with alphanumeric data,RE-25,10024,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,05/Sep/21 3:21 PM,08/Sep/21 5:13 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0005b:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify area field of floorplan1 field with alphanumeric data,RE-24,10023,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,05/Sep/21 2:50 PM,08/Sep/21 5:13 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00053:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify title field of floorplan1 field with alphanumeric data,RE-23,10022,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,04/Sep/21 11:48 AM,08/Sep/21 5:11 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004v:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify expanded field of floorplan1 ,RE-22,10021,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 12:48 PM,08/Sep/21 5:11 PM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,Admin should be able to click on floorplans so that further floorplan field can be added,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0004n:,,RE Sprint 1,,,,,,,,Done
